,conf,doi,fig_num,fig_page,mention_page,mention_heading,mention_heading_txt,path,total_pages
6070,fse-fse2024,10.1145/3660794,5,13,12.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660794-Figure5-1.png,22
6071,fse-fse2024,10.1145/3660794,4,12,12.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660794-Figure4-1.png,22
6072,fse-fse2024,10.1145/3660794,1,4,3.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660794-Figure1-1.png,22
6073,fse-fse2024,10.1145/3660794,6,15,14.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660794-Figure6-1.png,22
6074,fse-fse2024,10.1145/3660775,5,10,10.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660775-Figure5-1.png,22
6075,fse-fse2024,10.1145/3660775,3,6,6.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660775-Figure3-1.png,22
6076,fse-fse2024,10.1145/3660775,4,9,9.0,"10) — the  latency gradient , indicating an increase or decrease in latency; the  latency ratio ,","the  latency gradient , indicating an increase or decrease in latency; the  latency ratio ,",../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660775-Figure4-1.png,22
6077,fse-fse2024,10.1145/3660775,8,13,13.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660775-Figure8-1.png,22
6078,fse-fse2024,10.1145/3660775,7,13,12.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660775-Figure7-1.png,22
6079,fse-fse2024,10.1145/3660775,1,2,2.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660775-Figure1-1.png,22
6080,fse-fse2024,10.1145/3660775,10,17,17.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660775-Figure10-1.png,22
6081,fse-fse2024,10.1145/3660775,6,12,11.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660775-Figure6-1.png,22
6082,fse-fse2024,10.1145/3660775,2,3,3.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660775-Figure2-1.png,22
6083,fse-fse2024,10.1145/3660775,11,18,18.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660775-Figure11-1.png,22
6084,fse-fse2024,10.1145/3660775,9,15,15.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660775-Figure9-1.png,22
6085,fse-fse2024,10.1145/3660809,1,5,5.0,"2.2.1 Planners.  Despite eﬀorts to make defect prediction models more explainable, the lack of","Planners.  Despite eﬀorts to make defect prediction models more explainable, the lack of",../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660809-Figure1-1.png,23
6086,fse-fse2024,10.1145/3660809,2,6,7.0,"2.2.1 Planners.  Despite eﬀorts to make defect prediction models more explainable, the lack of","Planners.  Despite eﬀorts to make defect prediction models more explainable, the lack of",../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660809-Figure2-1.png,23
6087,fse-fse2024,10.1145/3660809,4,9,9.0,1 and,and,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660809-Figure4-1.png,23
6088,fse-fse2024,10.1145/3660809,5,9,9.0,1 and,and,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660809-Figure5-1.png,23
6089,fse-fse2024,10.1145/3660809,8,13,13.0,1 and,and,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660809-Figure8-1.png,23
6090,fse-fse2024,10.1145/3660809,6,13,13.0,1 and,and,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660809-Figure6-1.png,23
6091,fse-fse2024,10.1145/3660809,7,13,13.0,1 and,and,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660809-Figure7-1.png,23
6092,fse-fse2024,10.1145/3660809,11,17,17.0,1 and,and,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660809-Figure11-1.png,23
6093,fse-fse2024,10.1145/3660809,3,7,7.0,"2.2.1 Planners.  Despite eﬀorts to make defect prediction models more explainable, the lack of","Planners.  Despite eﬀorts to make defect prediction models more explainable, the lack of",../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660809-Figure3-1.png,23
6094,fse-fse2024,10.1145/3660809,10,16,16.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660809-Figure10-1.png,23
6095,fse-fse2024,10.1145/3660809,9,15,15.0,1 and,and,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660809-Figure9-1.png,23
6096,fse-fse2024,10.1145/3643732,3,5,5.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643732-Figure3-1.png,22
6097,fse-fse2024,10.1145/3643732,5,10,10.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643732-Figure5-1.png,22
6098,fse-fse2024,10.1145/3643732,6,14,14.0,3. Figure   5,Figure   5,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643732-Figure6-1.png,22
6099,fse-fse2024,10.1145/3643732,7,14,14.0,3. Figure   5,Figure   5,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643732-Figure7-1.png,22
6100,fse-fse2024,10.1145/3643732,1,2,1.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643732-Figure1-1.png,22
6101,fse-fse2024,10.1145/3643732,2,3,3.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643732-Figure2-1.png,22
6102,fse-fse2024,10.1145/3643732,4,8,8.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643732-Figure4-1.png,22
6103,fse-fse2024,10.1145/3643732,8,15,15.0,3. Figure   5,Figure   5,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643732-Figure8-1.png,22
6104,fse-fse2024,10.1145/3643743,1,5,5.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643743-Figure1-1.png,24
6105,fse-fse2024,10.1145/3643743,4,9,9.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643743-Figure4-1.png,24
6106,fse-fse2024,10.1145/3643743,7,17,17.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643743-Figure7-1.png,24
6107,fse-fse2024,10.1145/3643743,2,7,6.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643743-Figure2-1.png,24
6108,fse-fse2024,10.1145/3643743,8,18,18.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643743-Figure8-1.png,24
6109,fse-fse2024,10.1145/3643743,6,16,15.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643743-Figure6-1.png,24
6110,fse-fse2024,10.1145/3643743,3,8,6.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643743-Figure3-1.png,24
6111,fse-fse2024,10.1145/3643743,5,15,14.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643743-Figure5-1.png,24
6112,fse-fse2024,10.1145/3660777,4,5,5.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660777-Figure4-1.png,21
6113,fse-fse2024,10.1145/3660777,7,14,13.0,"1, Type-2, and  Very Strongly Type- 3","Type-2, and  Very Strongly Type- 3",../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660777-Figure7-1.png,21
6114,fse-fse2024,10.1145/3660777,1,3,2.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660777-Figure1-1.png,21
6115,fse-fse2024,10.1145/3660777,2,3,3.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660777-Figure2-1.png,21
6116,fse-fse2024,10.1145/3660777,3,4,4.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660777-Figure3-1.png,21
6117,fse-fse2024,10.1145/3660801,2,10,10.0,"3.4.1 Taxonomy of Decision-making Scenarios.  For clarity in this paper, we deﬁne the event of","Taxonomy of Decision-making Scenarios.  For clarity in this paper, we deﬁne the event of",../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660801-Figure2-1.png,23
6118,fse-fse2024,10.1145/3660801,4,13,13.0,5.1.1 Impact of MirrorFair on Model Performance and Fairness. Table,Impact of MirrorFair on Model Performance and Fairness. Table,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660801-Figure4-1.png,23
6119,fse-fse2024,10.1145/3660801,3,12,12.0,5.1.1 Impact of MirrorFair on Model Performance and Fairness. Table,Impact of MirrorFair on Model Performance and Fairness. Table,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660801-Figure3-1.png,23
6120,fse-fse2024,10.1145/3660801,5,16,16.0,5.1.2 Superiority of MirrorFair against Existing Bias-mitigating Methods.  We investigate the su-,Superiority of MirrorFair against Existing Bias-mitigating Methods.  We investigate the su-,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660801-Figure5-1.png,23
6121,fse-fse2024,10.1145/3660801,6,16,16.0,5.1.2 Superiority of MirrorFair against Existing Bias-mitigating Methods.  We investigate the su-,Superiority of MirrorFair against Existing Bias-mitigating Methods.  We investigate the su-,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660801-Figure6-1.png,23
6122,fse-fse2024,10.1145/3660801,1,4,1.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660801-Figure1-1.png,23
6123,fse-fse2024,10.1145/3643755,1,5,4.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643755-Figure1-1.png,23
6124,fse-fse2024,10.1145/3643755,4,12,12.0,"4.2.2 Results.  Our observations revealed that PALM, GPT-3, and GPT-","Results.  Our observations revealed that PALM, GPT-3, and GPT-",../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643755-Figure4-1.png,23
6125,fse-fse2024,10.1145/3643755,5,12,13.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643755-Figure5-1.png,23
6126,fse-fse2024,10.1145/3643755,6,15,13.0,4.3.3 Feedback Iteration,Feedback Iteration,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643755-Figure6-1.png,23
6127,fse-fse2024,10.1145/3643755,7,15,15.0,2 for all,for all,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643755-Figure7-1.png,23
6128,fse-fse2024,10.1145/3643729,4,10,9.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643729-Figure4-1.png,23
6129,fse-fse2024,10.1145/3643729,2,6,6.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643729-Figure2-1.png,23
6130,fse-fse2024,10.1145/3643729,7,17,17.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643729-Figure7-1.png,23
6131,fse-fse2024,10.1145/3643729,3,7,6.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643729-Figure3-1.png,23
6132,fse-fse2024,10.1145/3643729,6,16,16.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643729-Figure6-1.png,23
6133,fse-fse2024,10.1145/3643729,1,4,3.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643729-Figure1-1.png,23
6134,fse-fse2024,10.1145/3643729,5,15,14.0,41 seconds to identify the,seconds to identify the,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643729-Figure5-1.png,23
6135,fse-fse2024,10.1145/3643735,2,6,5.0,2 programming languages). The experimental outcomes indicate,programming languages). The experimental outcomes indicate,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643735-Figure2-1.png,22
6136,fse-fse2024,10.1145/3643735,3,7,7.0,2 programming languages). The experimental outcomes indicate,programming languages). The experimental outcomes indicate,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643735-Figure3-1.png,22
6137,fse-fse2024,10.1145/3643735,4,15,15.0,"5 % in EM,","in EM,",../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643735-Figure4-1.png,22
6138,fse-fse2024,10.1145/3643735,5,15,15.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643735-Figure5-1.png,22
6139,fse-fse2024,10.1145/3643747,2,6,5.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643747-Figure2-1.png,23
6140,fse-fse2024,10.1145/3643747,3,6,5.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643747-Figure3-1.png,23
6141,fse-fse2024,10.1145/3643747,7,17,15.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643747-Figure7-1.png,23
6142,fse-fse2024,10.1145/3643747,5,7,7.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643747-Figure5-1.png,23
6143,fse-fse2024,10.1145/3643775,1,5,5.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643775-Figure1-1.png,21
6144,fse-fse2024,10.1145/3643775,2,6,6.0,2. The,The,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643775-Figure2-1.png,21
6145,fse-fse2024,10.1145/3660786,1,3,3.0,04 M.,M.,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660786-Figure1-1.png,24
6146,fse-fse2024,10.1145/3660786,2,8,8.0,04 M.,M.,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660786-Figure2-1.png,24
6147,fse-fse2024,10.1145/3643745,10,14,14.0,1 to round#6. We use them to train,to round#6. We use them to train,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643745-Figure10-1.png,21
6148,fse-fse2024,10.1145/3643745,3,6,4.0,"1 illustrates the learning strategy, showcasing how programmers can study APIs","illustrates the learning strategy, showcasing how programmers can study APIs",../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643745-Figure3-1.png,21
6149,fse-fse2024,10.1145/3643745,6,9,8.0,"1%. This observation can prove that learning from the API diffs among analogical exercises can boost the code generation capability of code LLMs. Meanwhile, we also see that Diff-FT","This observation can prove that learning from the API diffs among analogical exercises can boost the code generation capability of code LLMs. Meanwhile, we also see that Diff-FT",../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643745-Figure6-1.png,21
6150,fse-fse2024,10.1145/3643745,1,2,1.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643745-Figure1-1.png,21
6151,fse-fse2024,10.1145/3643745,8,12,12.0,4.3.4 DiffCoder vs. CERT vs. APICoder.  We compare it with two popular library-oriented ap- proaches (CERT [ Zan et al,DiffCoder vs. CERT vs. APICoder.  We compare it with two popular library-oriented ap- proaches (CERT [ Zan et al,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643745-Figure8-1.png,21
6152,fse-fse2024,10.1145/3643745,9,12,12.0,4.3.4 DiffCoder vs. CERT vs. APICoder.  We compare it with two popular library-oriented ap- proaches (CERT [ Zan et al,DiffCoder vs. CERT vs. APICoder.  We compare it with two popular library-oriented ap- proaches (CERT [ Zan et al,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643745-Figure9-1.png,21
6153,fse-fse2024,10.1145/3643745,4,7,7.0,"1 illustrates the learning strategy, showcasing how programmers can study APIs","illustrates the learning strategy, showcasing how programmers can study APIs",../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643745-Figure4-1.png,21
6154,fse-fse2024,10.1145/3643745,2,3,3.0,"1 illustrates the learning strategy, showcasing how programmers can study APIs","illustrates the learning strategy, showcasing how programmers can study APIs",../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643745-Figure2-1.png,21
6155,fse-fse2024,10.1145/3643745,12,18,7.0,"1%. This observation can prove that learning from the API diffs among analogical exercises can boost the code generation capability of code LLMs. Meanwhile, we also see that Diff-FT","This observation can prove that learning from the API diffs among analogical exercises can boost the code generation capability of code LLMs. Meanwhile, we also see that Diff-FT",../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643745-Figure12-1.png,21
6156,fse-fse2024,10.1145/3643745,14,18,3.0,"1 illustrates the learning strategy, showcasing how programmers can study APIs","illustrates the learning strategy, showcasing how programmers can study APIs",../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643745-Figure14-1.png,21
6157,fse-fse2024,10.1145/3643745,13,18,7.0,"1%. This observation can prove that learning from the API diffs among analogical exercises can boost the code generation capability of code LLMs. Meanwhile, we also see that Diff-FT","This observation can prove that learning from the API diffs among analogical exercises can boost the code generation capability of code LLMs. Meanwhile, we also see that Diff-FT",../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643745-Figure13-1.png,21
6158,fse-fse2024,10.1145/3643745,7,11,11.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643745-Figure7-1.png,21
6159,fse-fse2024,10.1145/3643745,5,8,7.0,"1%. This observation can prove that learning from the API diffs among analogical exercises can boost the code generation capability of code LLMs. Meanwhile, we also see that Diff-FT","This observation can prove that learning from the API diffs among analogical exercises can boost the code generation capability of code LLMs. Meanwhile, we also see that Diff-FT",../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643745-Figure5-1.png,21
6160,fse-fse2024,10.1145/3643745,11,15,15.0,1 to round#6. We use them to train,to round#6. We use them to train,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643745-Figure11-1.png,21
6161,fse-fse2024,10.1145/3660827,2,9,8.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660827-Figure2-1.png,22
6162,fse-fse2024,10.1145/3660827,1,4,3.0,2.3.1 Voting-Based Recovery.  The main idea of voting-based recovery defenders is to limit the,Voting-Based Recovery.  The main idea of voting-based recovery defenders is to limit the,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660827-Figure1-1.png,22
6163,fse-fse2024,10.1145/3643779,5,10,10.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643779-Figure5-1.png,22
6164,fse-fse2024,10.1145/3643779,6,10,10.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643779-Figure6-1.png,22
6165,fse-fse2024,10.1145/3643779,8,14,14.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643779-Figure8-1.png,22
6166,fse-fse2024,10.1145/3643779,1,1,1.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643779-Figure1-1.png,22
6167,fse-fse2024,10.1145/3643779,3,6,6.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643779-Figure3-1.png,22
6168,fse-fse2024,10.1145/3643779,4,9,8.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643779-Figure4-1.png,22
6169,fse-fse2024,10.1145/3643779,2,3,2.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643779-Figure2-1.png,22
6170,fse-fse2024,10.1145/3643779,12,16,16.0,"6.2.1 Divergent Implementation of Features.  During our bug-triaging process, we observed an intriguing phenomenon where diﬀerent toolchains exhibited diverse implementations over the","Divergent Implementation of Features.  During our bug-triaging process, we observed an intriguing phenomenon where diﬀerent toolchains exhibited diverse implementations over the",../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643779-Figure12-1.png,22
6171,fse-fse2024,10.1145/3643779,11,16,15.0,"6.2.1 Divergent Implementation of Features.  During our bug-triaging process, we observed an intriguing phenomenon where diﬀerent toolchains exhibited diverse implementations over the","Divergent Implementation of Features.  During our bug-triaging process, we observed an intriguing phenomenon where diﬀerent toolchains exhibited diverse implementations over the",../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643779-Figure11-1.png,22
6172,fse-fse2024,10.1145/3643779,7,11,11.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643779-Figure7-1.png,22
6173,fse-fse2024,10.1145/3643779,9,15,14.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643779-Figure9-1.png,22
6174,fse-fse2024,10.1145/3643779,10,15,14.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643779-Figure10-1.png,22
6175,fse-fse2024,10.1145/3643781,2,5,4.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643781-Figure2-1.png,22
6176,fse-fse2024,10.1145/3643781,5,14,14.0,3.3.2 MR,MR,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643781-Figure5-1.png,22
6177,fse-fse2024,10.1145/3643781,4,9,9.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643781-Figure4-1.png,22
6178,fse-fse2024,10.1145/3643781,8,17,16.0,3.3.2 MR,MR,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643781-Figure8-1.png,22
6179,fse-fse2024,10.1145/3643781,3,7,7.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643781-Figure3-1.png,22
6180,fse-fse2024,10.1145/3643781,1,3,3.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643781-Figure1-1.png,22
6181,fse-fse2024,10.1145/3643781,7,16,16.0,3.3.2 MR,MR,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643781-Figure7-1.png,22
6182,fse-fse2024,10.1145/3643781,6,15,15.0,3.3.2 MR,MR,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643781-Figure6-1.png,22
6183,fse-fse2024,10.1145/3643752,8,14,13.0,5 (the ‘,the ‘,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643752-Figure8-1.png,24
6184,fse-fse2024,10.1145/3643752,6,9,8.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643752-Figure6-1.png,24
6185,fse-fse2024,10.1145/3643752,5,7,7.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643752-Figure5-1.png,24
6186,fse-fse2024,10.1145/3643752,1,3,3.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643752-Figure1-1.png,24
6187,fse-fse2024,10.1145/3643752,9,16,16.0,5 (the ‘,the ‘,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643752-Figure9-1.png,24
6188,fse-fse2024,10.1145/3643752,7,11,12.0,5 (the ‘,the ‘,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643752-Figure7-1.png,24
6189,fse-fse2024,10.1145/3643752,2,4,3.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643752-Figure2-1.png,24
6190,fse-fse2024,10.1145/3643752,3,4,4.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3643752-Figure3-1.png,24
6191,fse-fse2024,10.1145/3660764,1,13,13.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660764-Figure1-1.png,22
6192,fse-fse2024,10.1145/3660764,2,16,16.0,"2 ). In essence, 44% of practices that we identiﬁed in the context of eﬀective teaching were also","In essence, 44% of practices that we identiﬁed in the context of eﬀective teaching were also",../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660764-Figure2-1.png,22
6193,fse-fse2024,10.1145/3660804,5,14,15.0,4.1.2 Metrics.  Following other prior bug detection/localization studies [,Metrics.  Following other prior bug detection/localization studies [,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660804-Figure5-1.png,24
6194,fse-fse2024,10.1145/3660804,2,6,6.0,327.28% higher than ChatGPT . For the,higher than ChatGPT . For the,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660804-Figure2-1.png,24
6195,fse-fse2024,10.1145/3660804,7,17,16.0,4.1.2 Metrics.  Following other prior bug detection/localization studies [,Metrics.  Following other prior bug detection/localization studies [,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660804-Figure7-1.png,24
6196,fse-fse2024,10.1145/3660804,3,7,7.0,327.28% higher than ChatGPT . For the,higher than ChatGPT . For the,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660804-Figure3-1.png,24
6197,fse-fse2024,10.1145/3660804,6,16,16.0,4.1.2 Metrics.  Following other prior bug detection/localization studies [,Metrics.  Following other prior bug detection/localization studies [,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660804-Figure6-1.png,24
6198,fse-fse2024,10.1145/3660804,4,11,11.0,3.3.2 Customized Transformer.  In a typical Transformer model with traditional absolute and,Customized Transformer.  In a typical Transformer model with traditional absolute and,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660804-Figure4-1.png,24
6199,fse-fse2024,10.1145/3660826,3,5,4.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660826-Figure3-1.png,24
6200,fse-fse2024,10.1145/3660826,6,10,10.0,"HTML. By locating the API and identifying inﬁnitive clauses in its sentences, we determine the eﬀect  entity. DopCheck leverages Spacy [","By locating the API and identifying inﬁnitive clauses in its sentences, we determine the eﬀect  entity. DopCheck leverages Spacy [",../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660826-Figure6-1.png,24
6201,fse-fse2024,10.1145/3660826,10,13,13.0,"HTML. By locating the API and identifying inﬁnitive clauses in its sentences, we determine the eﬀect  entity. DopCheck leverages Spacy [","By locating the API and identifying inﬁnitive clauses in its sentences, we determine the eﬀect  entity. DopCheck leverages Spacy [",../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660826-Figure10-1.png,24
6202,fse-fse2024,10.1145/3660826,11,17,17.0,"HTML. By locating the API and identifying inﬁnitive clauses in its sentences, we determine the eﬀect  entity. DopCheck leverages Spacy [","By locating the API and identifying inﬁnitive clauses in its sentences, we determine the eﬀect  entity. DopCheck leverages Spacy [",../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660826-Figure11-1.png,24
6203,fse-fse2024,10.1145/3660826,8,12,11.0,"HTML. By locating the API and identifying inﬁnitive clauses in its sentences, we determine the eﬀect  entity. DopCheck leverages Spacy [","By locating the API and identifying inﬁnitive clauses in its sentences, we determine the eﬀect  entity. DopCheck leverages Spacy [",../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660826-Figure8-1.png,24
6204,fse-fse2024,10.1145/3660826,9,12,12.0,"HTML. By locating the API and identifying inﬁnitive clauses in its sentences, we determine the eﬀect  entity. DopCheck leverages Spacy [","By locating the API and identifying inﬁnitive clauses in its sentences, we determine the eﬀect  entity. DopCheck leverages Spacy [",../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660826-Figure9-1.png,24
6205,fse-fse2024,10.1145/3660826,4,7,7.0,"HTML. By locating the API and identifying inﬁnitive clauses in its sentences, we determine the eﬀect  entity. DopCheck leverages Spacy [","By locating the API and identifying inﬁnitive clauses in its sentences, we determine the eﬀect  entity. DopCheck leverages Spacy [",../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660826-Figure4-1.png,24
6206,fse-fse2024,10.1145/3660826,1,3,3.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660826-Figure1-1.png,24
6207,fse-fse2024,10.1145/3660826,7,11,10.0,"HTML. By locating the API and identifying inﬁnitive clauses in its sentences, we determine the eﬀect  entity. DopCheck leverages Spacy [","By locating the API and identifying inﬁnitive clauses in its sentences, we determine the eﬀect  entity. DopCheck leverages Spacy [",../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660826-Figure7-1.png,24
6208,fse-fse2024,10.1145/3660826,5,8,9.0,"HTML. By locating the API and identifying inﬁnitive clauses in its sentences, we determine the eﬀect  entity. DopCheck leverages Spacy [","By locating the API and identifying inﬁnitive clauses in its sentences, we determine the eﬀect  entity. DopCheck leverages Spacy [",../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660826-Figure5-1.png,24
6209,fse-fse2024,10.1145/3660826,2,4,3.0,,,../datacollection/pdf_analysis/fse-fse2024/figures/10__1145-3660826-Figure2-1.png,24
